,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
2094,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,1998,25.6,1,8,2,25.0,0.31,0.08,0.13,0.50,17.7,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
2095,Erik Pieters,nl NED,DFMF,Burnley,eng Premier League,31,1988,14.1,0,4,3,75.0,0.28,0.21,0.00,0.00,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2096,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,32,1987,28.6,1,9,1,11.1,0.31,0.03,0.11,1.00,17.3,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
2097,Andrea Pinamonti,it ITA,FW,Inter,it Serie A,21,1999,1.9,1,4,2,50.0,2.13,1.07,0.25,0.50,14.3,0,0,0,1.0,1.0,0.25,0.0,0.0,Matches
2098,Yeremi Pino,es ESP,FWMF,Villarreal,es La Liga,17,2002,8.9,3,14,5,35.7,1.58,0.56,0.21,0.60,14.8,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches
2099,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,30,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2100,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,33,1987,16.5,0,8,2,25.0,0.49,0.12,0.00,0.00,9.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2101,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,34,1986,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2102,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,1985,5.1,0,1,0,0.0,0.20,0.00,0.00,,19.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2103,Marko Pjaca,hr CRO,FWMF,Genoa,it Serie A,25,1995,15.8,3,30,11,36.7,1.90,0.70,0.10,0.27,16.6,0,0,0,2.9,2.9,0.10,+0.1,+0.1,Matches
2104,Miralem Pjanić,ba BIH,MF,Barcelona,es La Liga,30,1990,7.0,0,16,3,18.8,2.30,0.43,0.00,0.00,21.0,2,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
2105,Óscar Plano,es ESP,MFFW,Valladolid,es La Liga,29,1991,28.0,5,41,10,24.4,1.47,0.36,0.12,0.50,16.4,0,0,0,4.3,4.3,0.11,+0.7,+0.7,Matches
2106,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,1992,11.9,0,3,0,0.0,0.25,0.00,0.00,,29.5,2,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2107,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,27,1993,20.0,6,60,25,41.7,3.00,1.25,0.10,0.24,16.7,0,0,0,5.1,5.1,0.09,+0.9,+0.9,Matches
2108,Dani Plomer,es ESP,FW,Granada,es La Liga,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2109,Tommaso Pobega,it ITA,MF,Spezia,it Serie A,21,1999,13.7,6,21,10,47.6,1.54,0.73,0.29,0.60,14.7,0,0,0,3.4,3.4,0.16,+2.6,+2.6,Matches
2110,Daniel Podence,pt POR,MFFW,Wolves,eng Premier League,24,1995,18.5,3,32,14,43.8,1.73,0.76,0.09,0.21,16.6,0,0,0,3.1,3.1,0.10,-0.1,-0.1,Matches
2111,Paul Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,27,1993,21.1,3,31,11,35.5,1.47,0.52,0.10,0.27,15.4,0,0,0,2.1,2.1,0.07,+0.9,+0.9,Matches
2112,Joel Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,25,1994,9.5,6,31,15,48.4,3.28,1.59,0.19,0.40,11.6,0,0,0,6.9,6.9,0.22,-0.9,-0.9,Matches
2113,Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,25,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2114,Andrea Poli,it ITA,MF,Bologna,it Serie A,30,1989,4.3,1,3,2,66.7,0.70,0.47,0.33,0.50,10.5,0,0,0,0.9,0.9,0.30,+0.1,+0.1,Matches
2115,Matteo Politano,it ITA,FW,Napoli,it Serie A,26,1993,21.2,9,62,20,32.3,2.92,0.94,0.15,0.45,18.8,1,0,0,5.2,5.2,0.08,+3.8,+3.8,Matches
2116,Jorge Pombo,es ESP,FWMF,Cádiz,es La Liga,26,1994,5.8,1,14,4,28.6,2.41,0.69,0.07,0.25,20.7,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
2117,Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,6.4,0,1,0,0.0,0.16,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2118,Pere Pons,es ESP,MF,Alavés,es La Liga,27,1993,13.2,2,9,4,44.4,0.68,0.30,0.22,0.50,18.1,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches
2119,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2120,Manolo Portanova,it ITA,DFMF,Genoa,it Serie A,20,2000,0.7,0,1,1,100.0,1.36,1.36,0.00,0.00,68.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2121,Manolo Portanova,it ITA,FWMF,Juventus,it Serie A,20,2000,0.8,0,5,2,40.0,6.43,2.57,0.00,0.00,20.5,1,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2122,Francisco Portillo,es ESP,MFFW,Getafe,es La Liga,30,1990,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2123,Portu,es ESP,FWMF,Real Sociedad,es La Liga,28,1992,24.3,8,32,12,37.5,1.32,0.49,0.25,0.67,13.0,0,0,0,5.5,5.5,0.17,+2.5,+2.5,Matches
2124,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,23.5,0,10,2,20.0,0.42,0.08,0.00,0.00,20.6,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
2125,Sergio Postigo,es ESP,DF,Levante,es La Liga,31,1988,18.0,0,1,0,0.0,0.06,0.00,0.00,,11.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2126,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,1994,15.0,5,45,14,31.1,2.99,0.93,0.11,0.36,13.4,0,0,0,5.0,5.0,0.11,0.0,0.0,Matches
2127,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,5.5,0,1,0,0.0,0.18,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
2128,Darío Poveda,es ESP,FW,Getafe,es La Liga,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2129,Alejandro Pozo Pozo,es ESP,DFMF,Eibar,es La Liga,21,1999,24.3,0,11,1,9.1,0.45,0.04,0.00,0.00,22.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2130,Dennis Praet,be BEL,MFFW,Leicester City,eng Premier League,26,1994,8.0,1,8,2,25.0,1.00,0.25,0.13,0.50,16.1,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
2131,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,26,1993,3.9,0,7,1,14.3,1.78,0.25,0.00,0.00,26.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2132,Nicolas de Préville,fr FRA,FWMF,Bordeaux,fr Ligue 1,29,1991,17.9,1,39,11,28.2,2.18,0.61,0.03,0.09,16.1,3,0,0,4.5,4.5,0.12,-3.5,-3.5,Matches
2133,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,28,1991,28.0,1,18,5,27.8,0.64,0.18,0.06,0.20,25.3,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
2134,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,25,1995,20.2,3,20,5,25.0,0.99,0.25,0.15,0.60,13.9,0,0,0,1.9,1.9,0.09,+1.1,+1.1,Matches
2135,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,28,1991,2.4,0,4,2,50.0,1.69,0.85,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2136,Ivan Provedel,it ITA,GK,Spezia,it Serie A,26,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2137,Antonio Puertas,es ESP,FWMF,Granada,es La Liga,28,1992,24.1,3,28,11,39.3,1.16,0.46,0.11,0.27,15.1,0,0,0,4.1,4.1,0.15,-1.1,-1.1,Matches
2138,Riqui Puig,es ESP,MF,Barcelona,es La Liga,20,1999,3.2,1,4,2,50.0,1.23,0.62,0.25,0.50,17.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
2139,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,1994,22.2,1,16,3,18.8,0.72,0.13,0.06,0.33,23.0,4,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
2140,Jorge Pulido,es ESP,DF,Huesca,es La Liga,29,1991,32.1,1,17,2,11.8,0.53,0.06,0.06,0.50,13.2,0,0,0,2.6,2.6,0.17,-1.6,-1.6,Matches
2141,Christian Pulisic,us USA,FWMF,Chelsea,eng Premier League,21,1998,19.3,4,43,16,37.2,2.23,0.83,0.09,0.25,13.9,0,0,0,5.4,5.4,0.13,-1.4,-1.4,Matches
2142,Ignacio Pussetto,ar ARG,FW,Udinese,it Serie A,24,1995,8.4,3,17,7,41.2,2.03,0.84,0.18,0.43,13.8,0,0,0,2.2,2.2,0.13,+0.8,+0.8,Matches
2143,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,1983,24.5,13,77,25,32.5,3.14,1.02,0.14,0.44,18.1,1,2,3,11.0,8.7,0.11,+2.0,+2.3,Matches
2144,Robin Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,26,1993,16.4,6,34,16,47.1,2.07,0.98,0.15,0.31,17.5,1,1,1,5.9,5.1,0.15,+0.1,-0.1,Matches
2145,Domingos Quina,pt POR,MF,Granada,es La Liga,20,1999,3.8,2,8,3,37.5,2.11,0.79,0.25,0.67,21.3,0,0,0,0.3,0.3,0.04,+1.7,+1.7,Matches
2146,Quini,es ESP,DF,Granada,es La Liga,30,1989,13.2,1,8,3,37.5,0.60,0.23,0.13,0.33,25.2,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
2147,Quique,es ESP,FWMF,Eibar,es La Liga,30,1990,1.9,0,4,1,25.0,2.16,0.54,0.00,0.00,14.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
2148,Dani Raba,es ESP,MF,Villarreal,es La Liga,24,1995,1.7,0,6,1,16.7,3.60,0.60,0.00,0.00,17.1,1,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
2149,Simone Rabbi,it ITA,FW,Bologna,it Serie A,18,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2150,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,25,1995,25.7,4,34,12,35.3,1.32,0.47,0.12,0.33,16.3,0,0,0,3.0,3.0,0.09,+1.0,+1.0,Matches
2151,Uroš Račić,rs SRB,MF,Valencia,es La Liga,22,1998,24.3,1,35,10,28.6,1.44,0.41,0.03,0.10,22.2,0,0,0,1.6,1.6,0.04,-0.6,-0.6,Matches
2152,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2153,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,27,1993,12.5,0,7,0,0.0,0.56,0.00,0.00,,22.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2154,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,24,1996,4.4,2,12,7,58.3,2.73,1.59,0.17,0.29,15.8,0,0,0,1.8,1.8,0.15,+0.2,+0.2,Matches
2155,Nemanja Radonjić,rs SRB,FWDF,Hertha BSC,de Bundesliga,24,1996,6.8,1,16,7,43.8,2.36,1.03,0.06,0.14,17.5,0,0,0,1.8,1.8,0.11,-0.8,-0.8,Matches
2156,Aleksandar Radovanović,rs SRB,DF,Lens,fr Ligue 1,26,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2157,Ivan Radovanović,rs SRB,DFMF,Genoa,it Serie A,31,1988,24.8,0,6,1,16.7,0.24,0.04,0.00,0.00,17.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
2158,Ionuț Radu,ro ROU,GK,Inter,it Serie A,23,1997,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2159,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,33,1986,27.3,0,6,0,0.0,0.22,0.00,0.00,,11.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2160,Rafael,br BRA,GK,Spezia,it Serie A,38,1982,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2161,Rafinha,br BRA,MF,Paris S-G,fr Ligue 1,27,1993,15.1,0,24,8,33.3,1.59,0.53,0.00,0.00,18.1,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
2162,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2163,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,1995,36.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2164,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,32,1988,24.8,4,38,8,21.1,1.53,0.32,0.05,0.25,19.2,2,2,2,5.2,3.7,0.10,-1.2,-1.7,Matches
2165,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,3.4,0,2,1,50.0,0.59,0.30,0.00,0.00,14.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2166,Benito Raman,be BEL,FWMF,Schalke 04,de Bundesliga,25,1994,13.8,2,26,7,26.9,1.88,0.51,0.08,0.29,18.0,1,0,0,2.3,2.2,0.09,-0.3,-0.2,Matches
2167,Gastón Ramírez,uy URU,MFFW,Sampdoria,it Serie A,29,1990,10.8,0,13,5,38.5,1.21,0.46,0.00,0.00,21.0,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
2168,Sandro Ramírez,es ESP,FWMF,Huesca,es La Liga,25,1995,14.3,5,30,19,63.3,2.10,1.33,0.17,0.26,19.4,4,0,0,2.4,2.4,0.08,+2.6,+2.6,Matches
2169,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,14.2,2,15,4,26.7,1.06,0.28,0.00,0.00,12.1,3,2,2,3.8,2.3,0.15,-1.8,-2.3,Matches
2170,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2171,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,29,1990,12.1,2,23,10,43.5,1.90,0.83,0.09,0.20,13.8,0,0,0,5.0,5.0,0.22,-3.0,-3.0,Matches
2172,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19,2001,7.0,0,11,1,9.1,1.58,0.14,0.00,0.00,18.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
2173,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2174,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2175,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,7.8,0,9,2,22.2,1.15,0.26,0.00,0.00,6.4,0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
2176,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,1997,32.4,11,79,36,45.6,2.43,1.11,0.14,0.31,18.4,5,0,0,9.3,9.3,0.12,+1.7,+1.7,Matches
2177,Milot Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,24,1996,16.2,3,41,14,34.1,2.52,0.86,0.05,0.14,20.4,3,1,1,4.4,3.6,0.09,-1.4,-1.6,Matches
2178,Giacomo Raspadori,it ITA,FWMF,Sassuolo,it Serie A,20,2000,13.7,6,23,12,52.2,1.68,0.88,0.26,0.50,13.6,1,0,0,4.3,4.3,0.19,+1.7,+1.7,Matches
2179,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2180,Tim Ream,us USA,DF,Fulham,eng Premier League,32,1987,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2181,Ante Rebić,hr CRO,FW,Milan,it Serie A,26,1993,19.7,11,44,23,52.3,2.23,1.17,0.25,0.48,14.1,0,0,0,7.7,7.3,0.17,+3.3,+3.7,Matches
2182,Arkadiusz Reca,pl POL,DF,Crotone,it Serie A,25,1995,25.7,2,30,7,23.3,1.17,0.27,0.07,0.29,18.3,0,0,0,1.6,1.6,0.05,+0.4,+0.4,Matches
2183,Recio,es ESP,MF,Eibar,es La Liga,29,1991,8.2,1,13,2,15.4,1.59,0.25,0.00,0.00,21.2,1,1,1,1.2,0.5,0.04,-0.2,-0.5,Matches
2184,Daishawn Redan,nl NED,FWMF,Hertha BSC,de Bundesliga,19,2001,1.1,0,3,2,66.7,2.65,1.76,0.00,0.00,11.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches
2185,Nathan Redmond,eng ENG,MFFW,Southampton,eng Premier League,26,1994,19.3,2,45,14,31.1,2.33,0.72,0.04,0.14,17.9,0,0,0,3.3,3.3,0.07,-1.3,-1.3,Matches
2186,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,25,1995,25.0,0,13,4,30.8,0.52,0.16,0.00,0.00,25.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
2187,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,29,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2188,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,23,1996,24.9,0,21,4,19.0,0.84,0.16,0.00,0.00,18.3,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
2189,Bobby Reid,jm JAM,MFDF,Fulham,eng Premier League,27,1993,26.4,5,34,8,23.5,1.29,0.30,0.15,0.63,16.8,1,0,0,4.8,4.8,0.14,+0.2,+0.2,Matches
2190,Pepe Reina,es ESP,GK,Lazio,it Serie A,37,1982,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2191,Jeff Reine-Adélaïde,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,11.8,1,15,6,40.0,1.28,0.51,0.07,0.17,19.4,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
2192,Jeff Reine-Adélaïde,fr FRA,FW,Lyon,fr Ligue 1,22,1998,0.3,0,1,1,100.0,3.75,3.75,0.00,0.00,18.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
2193,Reinier,br BRA,MFFW,Dortmund,de Bundesliga,18,2002,2.9,1,3,1,33.3,1.05,0.35,0.33,1.00,10.7,0,0,0,0.9,0.9,0.29,+0.1,+0.1,Matches
2194,Francisco Reis Ferreira,pt POR,DF,Valencia,es La Liga,23,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2195,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2196,Karim Rekik,nl NED,DF,Sevilla,es La Liga,25,1994,7.3,0,3,0,0.0,0.41,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2197,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2198,Panagiotis Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,3.0,0,1,0,0.0,0.33,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2199,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,31,1989,25.3,8,54,24,44.4,2.13,0.95,0.15,0.33,16.1,6,0,2,10.0,7.4,0.14,-2.0,+0.6,Matches
2200,Elvis Rexhbeçaj,de GER,MFFW,Köln,de Bundesliga,22,1997,20.4,5,28,10,35.7,1.37,0.49,0.18,0.50,20.7,3,0,0,2.1,2.1,0.08,+2.9,+2.9,Matches
2201,Oriol Rey,es ESP,MF,Valladolid,es La Liga,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2202,Gio Reyna,us USA,FWMF,Dortmund,de Bundesliga,17,2002,22.0,4,38,12,31.6,1.73,0.55,0.11,0.33,15.9,0,0,0,4.5,4.5,0.12,-0.5,-0.5,Matches
2203,Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38.0,0,2,0,0.0,0.05,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2204,Bryan Reynolds,us USA,DF,Roma,it Serie A,19,2001,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2205,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,37,1983,23.9,2,21,10,47.6,0.88,0.42,0.10,0.20,15.2,0,0,0,3.0,3.0,0.14,-1.0,-1.0,Matches
2206,Ricard,es ESP,DF,Atlético Madrid,es La Liga,20,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2207,Federico Ricci,it ITA,FW,Sassuolo,it Serie A,26,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2208,Giacomo Ricci,it ITA,DF,Parma,it Serie A,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2209,Matteo Ricci,it ITA,MF,Spezia,it Serie A,26,1994,24.8,0,21,5,23.8,0.85,0.20,0.00,0.00,25.6,3,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
2210,Declan Rice,eng ENG,MF,West Ham,eng Premier League,21,1999,32.0,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2,1,2,3.0,1.5,0.06,-1.0,-0.5,Matches
2211,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,20,2000,10.5,0,3,0,0.0,0.29,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
2212,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,20,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2213,Lewis Richardson,eng ENG,FWMF,Burnley,eng Premier League,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2214,Richarlison,br BRA,FW,Everton,eng Premier League,23,1997,31.8,7,82,32,39.0,2.58,1.01,0.07,0.19,14.5,1,1,1,11.5,10.7,0.13,-4.5,-4.7,Matches
2215,Marco Richter,de GER,FWMF,Augsburg,de Bundesliga,22,1997,15.7,3,55,20,36.4,3.50,1.27,0.05,0.15,19.9,0,0,0,4.9,4.9,0.09,-1.9,-1.9,Matches
2216,Mikel Rico,es ESP,MF,Huesca,es La Liga,35,1984,24.3,1,20,6,30.0,0.82,0.25,0.05,0.17,15.1,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches
2217,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2218,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,20.2,2,8,2,25.0,0.40,0.10,0.25,1.00,19.6,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
2219,Emiliano Rigoni,ar ARG,MFFW,Elche,es La Liga,27,1993,12.7,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,4,0,0,2.6,2.6,0.15,-1.6,-1.6,Matches
2220,Tomás Rincón,ve VEN,MF,Torino,it Serie A,32,1988,31.6,1,23,4,17.4,0.73,0.13,0.04,0.25,17.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
2221,Luis Rioja,es ESP,MF,Alavés,es La Liga,26,1993,23.2,4,25,10,40.0,1.08,0.43,0.16,0.40,17.7,0,0,0,3.5,3.5,0.14,+0.5,+0.5,Matches
2222,Renaud Ripart,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,33.9,11,60,18,30.0,1.77,0.53,0.08,0.28,18.1,0,6,7,9.3,4.4,0.07,+1.7,+0.6,Matches
2223,Andrea Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,7.2,0,4,1,25.0,0.55,0.14,0.00,0.00,22.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
2224,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,24.8,0,20,6,30.0,0.81,0.24,0.00,0.00,22.4,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
2225,Matt Ritchie,sct SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,15.0,0,11,1,9.1,0.73,0.07,0.00,0.00,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2226,Maxence Rivera,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,2.7,0,2,1,50.0,0.75,0.38,0.00,0.00,22.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
2227,Emmanuel Rivière,fr FRA,FWMF,Crotone,it Serie A,30,1990,7.1,1,11,3,27.3,1.55,0.42,0.09,0.33,14.9,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
2228,Rober,es ESP,DFMF,Levante,es La Liga,25,1995,15.8,0,6,0,0.0,0.38,0.00,0.00,,15.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
2229,Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2230,Sergi Roberto,es ESP,DF,Barcelona,es La Liga,28,1992,10.5,1,5,1,20.0,0.48,0.10,0.20,1.00,17.2,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
2231,Tyler Roberts,wls WAL,MFFW,Leeds United,eng Premier League,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.0,0,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
2232,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.20,17.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
